Time,OG Pir,Detrended PIR,3hr Avg,24hr Avg
2025-04-25 13:00:00+00:00,0.008928571428571428,0.008928571428571428,,
2025-04-25 14:00:00+00:00,2.55,2.55,,
2025-04-25 15:00:00+00:00,0.06111111111111111,0.06111111111111111,0.8733465608465608,
2025-04-25 16:00:00+00:00,6.825,6.825,3.14537037037037,
2025-04-25 17:00:00+00:00,2.422222222222222,2.422222222222222,3.102777777777778,
2025-04-25 18:00:00+00:00,23.56388888888889,23.56388888888889,10.937037037037037,
2025-04-25 19:00:00+00:00,21.623955431754876,21.623955431754876,15.87002218095533,
2025-04-25 20:00:00+00:00,11.775,11.775,18.98761477354792,
2025-04-25 21:00:00+00:00,2.975,2.975,12.124651810584957,
2025-04-25 22:00:00+00:00,22.658333333333335,22.658333333333335,12.469444444444443,
2025-04-25 23:00:00+00:00,37.8,37.8,21.144444444444442,
2025-04-26 00:00:00+00:00,25.025,25.025,28.49444444444444,
2025-04-26 01:00:00+00:00,5.855153203342619,5.855153203342619,22.893384401114204,
2025-04-26 02:00:00+00:00,14.636111111111111,14.636111111111111,15.17208810481791,
2025-04-26 03:00:00+00:00,40.611111111111114,40.611111111111114,20.367458475188283,
2025-04-26 04:00:00+00:00,24.022222222222222,24.022222222222222,26.423148148148147,
2025-04-26 05:00:00+00:00,4.075,4.075,22.902777777777775,
2025-04-26 06:00:00+00:00,0.0,0.0,9.36574074074074,
2025-04-26 07:00:00+00:00,4.861111111111111,4.861111111111111,2.978703703703703,
2025-04-26 08:00:00+00:00,7.512534818941504,7.512534818941504,4.124548643350871,
2025-04-26 09:00:00+00:00,0.3055555555555556,0.3055555555555556,4.226400495202724,
2025-04-26 10:00:00+00:00,14.738888888888889,14.738888888888889,7.518993087795316,
2025-04-26 11:00:00+00:00,0.0,0.0,5.014814814814815,
2025-04-26 12:00:00+00:00,6.019444444444445,6.019444444444445,6.919444444444444,11.663565501061148
2025-04-26 13:00:00+00:00,5.169444444444444,5.169444444444444,3.72962962962963,11.878586995770144
2025-04-26 14:00:00+00:00,1.4,1.4,4.196296296296296,11.830670329103476
2025-04-26 15:00:00+00:00,0.008356545961002786,0.008356545961002786,2.192600330135149,11.828472222222222
