WOHT_Hom_Male_TIMESTAMP,WOHT_Hom_Male_AVG,WOHT_WT_Female_AVG,WOHT_WT_Male_AVG,WOHT_Hom_Female_AVG,LD
2026-03-10 07:00:00+00:00,0.4657294619372302,0.1827086365841824,0.7455501928036975,1.8138390919073517,300
2026-03-10 07:01:00+00:00,0.7278419392732195,0.4730713245997088,0.5533210756148011,2.5533721494420183,300
2026-03-10 07:02:00+00:00,1.3837017033121377,0.0454876273653566,1.0000574580556194,1.3570475497331391,300
2026-03-10 07:03:00+00:00,1.4707267167190174,0.356359649122807,1.6302765647743815,1.722092409578045,300
2026-03-10 07:04:00+00:00,1.3662647794887506,0.4277433029444061,0.858806404657933,1.650615652425581,300
2026-03-10 07:05:00+00:00,0.6020726397507596,0.6012746112004904,0.7231734722541433,2.00940928862671,300
2026-03-10 07:06:00+00:00,0.5550687581398912,1.009825327510917,0.4157090324063433,1.6408531031606184,300
2026-03-10 07:07:00+00:00,0.8399250491585587,0.956317513215353,0.7436030031410403,1.1220281416787967,300
2026-03-10 07:08:00+00:00,0.7485108787251972,0.7187444138001482,1.2269210143262084,1.608772355439788,300
2026-03-10 07:09:00+00:00,1.209970887918486,0.0636826783114992,0.24745269286754,1.2742387871668497,300
2026-03-10 07:10:00+00:00,0.8406432748538011,0.0365497076023391,0.4820411655047371,0.9381091617933722,300
2026-03-10 07:11:00+00:00,0.9849667381700248,0.5458515283842794,0.3422904057815573,0.9647899163240464,300
2026-03-10 07:12:00+00:00,0.6942449373068771,0.310672514619883,1.0116448326055314,0.6991528128910338,300
2026-03-10 07:13:00+00:00,0.6462435200081718,0.2365356622998544,0.7667139099568423,0.7651497739983145,300
2026-03-10 07:14:00+00:00,0.5276564774381368,0.3014951862917847,0.8593490640721162,1.0817276998901912,300
2026-03-10 07:15:00+00:00,0.127405258050512,0.3643000331979876,0.2258420797262443,1.3016377673927664,300
2026-03-10 07:16:00+00:00,0.1827485380116958,0.1637554585152838,0.1314512628003779,0.6550750359644867,300
2026-03-10 07:17:00+00:00,0.0818777292576419,0.3457059679767103,0.1746724890829694,0.444555104403415,300
2026-03-10 07:18:00+00:00,0.6381834316504507,0.6853070175438595,0.3362253887995096,1.225133430373605,300
2026-03-10 07:19:00+00:00,0.4016078679230828,0.1273653566229985,0.0218340611353711,1.2311984473556523,300
2026-03-10 07:20:00+00:00,1.2152777777777777,0.0454876273653566,0.0584476110217319,0.8279812218561929,300
2026-03-10 07:21:00+00:00,0.4548762736535662,0.0,0.0509780637912101,0.9801386654408948,300
2026-03-10 07:22:00+00:00,0.7278020378457059,0.0909752547307132,0.0292397660818713,0.6065549001081061,300
2026-03-10 07:23:00+00:00,0.1279239766081871,0.1917662606297402,0.0437000434127531,0.7978689445593604,300
2026-03-10 07:24:00+00:00,0.0363901018922852,0.3820960698689956,0.1749597793610663,1.560624632906867,300
2026-03-10 07:25:00+00:00,0.0,0.5482456140350875,0.4294032023289665,0.430616205725376,300
2026-03-10 07:26:00+00:00,0.0274122807017543,0.645924308588064,0.1819505094614265,0.8097063680550235,300
2026-03-10 07:27:00+00:00,0.0,0.4385964912280701,0.3216374269005848,0.8466018880291459,300
2026-03-10 07:28:00+00:00,0.0,0.2729257641921397,0.6624275390076356,1.2675885492479375,300
2026-03-10 07:29:00+00:00,0.0,0.3472222222222221,0.4002911208151382,0.1455604075691412,300
2026-03-10 07:30:00+00:00,0.0181950509461426,0.2183406113537118,0.0657575525421997,0.5156062463290687,300
2026-03-10 07:31:00+00:00,0.0,0.1273653566229985,0.1018922852983988,1.166478331928803,300
2026-03-10 07:32:00+00:00,0.0,0.264985380116959,0.1456242498531627,1.2852781821122428,300
2026-03-10 07:33:00+00:00,0.0,0.2638282387190684,0.0219298245614035,0.497331392527899,300
2026-03-10 07:34:00+00:00,0.0090975254730713,0.0545851528384279,0.0655021834061135,0.6494888361126007,300
2026-03-10 07:35:00+00:00,0.0091374269005847,0.1553362573099415,0.007278020378457,0.2680045881321449,300
2026-03-10 07:36:00+00:00,0.0,0.4912663755458515,0.0,0.4730713245997088,300
2026-03-10 07:37:00+00:00,0.0,0.2101608187134502,0.0,0.3533138401559453,300
2026-03-10 07:38:00+00:00,0.0090975254730713,0.0,0.0,0.5519165453663271,300
2026-03-10 07:39:00+00:00,0.0182748538011695,0.0,0.0,0.7534453552610297,300
2026-03-10 07:40:00+00:00,0.0,0.0,0.0,1.0639316632191833,300
2026-03-10 07:41:00+00:00,0.0,0.0,0.0,0.9478451101066592,300
2026-03-10 07:42:00+00:00,0.0,0.0,0.0,0.389225124918069,300
2026-03-10 07:43:00+00:00,0.0,0.0090975254730713,0.0,0.4245511887433285,300
2026-03-10 07:44:00+00:00,0.0091374269005847,0.0,0.0,0.2253898635477582,300
2026-03-10 07:45:00+00:00,0.0,0.0091374269005847,0.0,0.9885977680737508,300
2026-03-10 07:46:00+00:00,0.0,0.0181950509461426,0.0,0.5883066472586124,300
2026-03-10 07:47:00+00:00,0.0,0.0091374269005847,0.0,0.6030701754385965,300
2026-03-10 07:48:00+00:00,0.0363901018922852,0.3911935953420669,0.0,0.6004366812227074,300
2026-03-10 07:49:00+00:00,0.0090975254730713,0.0727802037845705,0.0,0.2433189049771444,300
2026-03-10 07:50:00+00:00,0.0,0.2375730994152046,0.0,0.5298909573788911,300
2026-03-10 07:51:00+00:00,0.0,0.4366812227074235,0.0,0.3032508491023775,300
2026-03-10 07:52:00+00:00,0.0,0.3015350877192982,0.0,0.2010233918128654,300
2026-03-10 07:53:00+00:00,0.0,0.1910480349344978,0.0,0.3578360019408054,300
2026-03-10 07:54:00+00:00,0.0181950509461426,0.3198099415204678,0.0,0.3578360019408054,300
2026-03-10 07:55:00+00:00,0.0456871345029239,0.2001455604075691,0.0,0.1519712369229721,300
2026-03-10 07:56:00+00:00,0.0,0.1819505094614265,0.0,1.5229044834307992,300
2026-03-10 07:57:00+00:00,0.0182748538011695,0.0546250542659414,0.0,1.5283842794759823,300
2026-03-10 07:58:00+00:00,0.0,0.0,0.0,1.114766081871345,300
2026-03-10 07:59:00+00:00,0.0,0.0,0.0,1.21300339640951,300
